Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,IMDb Votes,gap_between_netflix_release_and_release,Country Count,Language Count,is_hidden_gem,year_added
Chameli,,"Dramas,Hindi-Language Movies,Bollywood Movies,Indian Movies,International Dramas",Hindi,Movie,7.5,,1-2 hour,Sudhir Mishra,"Anant Balani, Swanand Kirkire, Sudhir Mishra, Shivkumar Subramaniam","Yashpal Sharma, Rahul Bose, Rinke Khanna, Kareena Kapoor",Not Rated,7.0,,,7.0,2.0,,2003-12-31,2019-02-15,2036.0,5525.0,18,1,False,2019
Fatso,,"Indian Movies,Romantic Comedies,Comedies,Romantic Movies,Hindi-Language Movies,Bollywood Movies,Dramas,Romantic Dramas,Dark Comedies,Quirky Romance,International Comedies,International Dramas",Hindi,Movie,7.6,,1-2 hour,Rajat Kapoor,"Rajat Kapoor, Saurabh Shukla","Purab Kohli, Ranvir Shorey, Bharti Achrekar, Gul Panag",,5.7,,,,,,2012-05-04,2019-02-15,424.0,2478.0,18,1,False,2019
Candyflip,,"Dramas,Independent Movies,Indian Movies,Hindi-Language Movies,International Dramas",English,Movie,8.0,,1-2 hour,Shanawaz Nellikunnil,"Ananyabrata Chakravorty, Shyni Shetty, Valeriya Polyanychko, Shanawaz Nellikunnil","Valeriya Polyanychko, Kristian Hedegaard-Petersen, Kalki Koechlin, Gulshan Devaiah",,6.0,,,,,,2019-02-15,2019-02-15,84.0,0.0,18,1,False,2019
The 43,,"Social & Cultural Docs,Crime TV Shows,Latin American TV Shows,Political TV Shows,Political Documentaries,Biographical Documentaries,Mexican TV Shows,Docuseries,Crime Documentaries,Documentaries",,Series,8.6,,< 30 minutes,,,Paco Ignacio Taibo II,,7.2,,,,,,,2019-02-14,76.0,,36,0,False,2019
Elizabeth Harvest,,"Sci-Fi & Fantasy,Dramas,Sci-Fi Dramas",English,Movie,4.3,,1-2 hour,Sebastian Gutierrez,Sebastian Gutierrez,"Carla Gugino, Ciarán Hinds, Matthew Beard, Abbey Lee",R,5.8,52.0,54.0,,2.0,,2018-08-10,2019-02-14,6902.0,188.0,2,1,False,2019
Hearts Beat Loud,,"Dramas,Independent Movies,Comedies,Critically-acclaimed Independent Movies,Critically Acclaimed Films,Critically Acclaimed Dramas,Critically Acclaimed Comedies,Family Cozy Time,Music & Musicals",English,Movie,3.8,,1-2 hour,Brett Haley,"Marc Basch, Brett Haley","Nick Offerman, Toni Collette, Kiersey Clemons, Blythe Danner",PG-13,6.9,92.0,65.0,3.0,9.0,,2018-06-15,2019-02-14,9951.0,244.0,1,1,False,2019
Dating Around,,"Reality TV,Romantic TV Shows,US TV Shows",,Series,7.6,,< 30 minutes,,Chris Culvenor,"Gurki Basra, Kate Burr, Graig Couton, Jonathan A. Hanna",,6.3,,,,,,2019-02-14,2019-02-14,1029.0,0.0,36,0,False,2019
Dirty John,,"TV Thrillers,TV Dramas,US TV Shows,Crime TV Shows,Crime TV Dramas",English,Series,3.6,,< 30 minutes,,Alexandra Cunningham,"Connie Britton, Amanda Peet, Eric Bana, Christian Slater",TV-14,7.2,,,,4.0,,2018-11-25,2019-02-14,15508.0,81.0,36,1,False,2019
"Ken Jeong: You Complete Me, Ho",,"Irreverent Stand-Up Comedy,Comedies,Goofy Comedies,Stand-Up Comedy",English,Movie,6.3,,1-2 hour,Jon M. Chu,Ken Jeong,Ken Jeong,TV-MA,5.7,38.0,,,,,2019-02-14,2019-02-14,2093.0,0.0,34,1,False,2019
Period. End of Sentence.,,"Documentaries,Social & Cultural Docs,Hindi-Language Movies","Hindi, English",Movie,6.0,,< 30 minutes,Rayka Zehtabchi,,"Anita, Gouri Choudari, Shabana Khan, Ajeya",,7.4,,,13.0,1.0,,2019-02-12,2019-02-12,5349.0,0.0,36,2,False,2019
Welcome Home,,Thrillers,English,Movie,3.7,,1-2 hour,George Ratliff,David Levinson,"Katy Louise Saunders, Emily Ratajkowski, Riccardo Scamarcio, Aaron Paul",R,5.2,11.0,38.0,,,,2018-11-16,2019-02-12,6025.0,88.0,6,1,False,2019
I Think Were Alone Now,,"Dramas,Independent Movies,US Movies",English,Movie,4.0,,1-2 hour,Reed Morano,Mike Makowsky,"Elle Fanning, Paul Giamatti, Peter Dinklage, Charlotte Gainsbourg",R,5.7,63.0,51.0,2.0,2.0,,2018-09-21,2019-02-12,7752.0,144.0,1,1,False,2019
We the Animals,,"Social Issue Dramas,Dramas,Independent Movies,Movies based on Books",English,Movie,7.1,,1-2 hour,Jeremiah Zagar,"Jeremiah Zagar, Justin Torres, Daniel Kitrosser","Sheila Vand, Isaiah Kristian, Evan Rosado, Raúl Castillo",R,6.9,92.0,82.0,12.0,31.0,,2018-08-17,2019-02-11,3808.0,178.0,2,1,False,2019
Flavorful Origins,,"Food & Travel TV,Social & Cultural Docs,Lifestyle,Documentaries,Chinese TV Shows,Docuseries",Mandarin,Series,8.6,,< 30 minutes,,,"Yang Chen, Hao Chen",,7.7,,,,,,2019-02-11,2019-02-11,414.0,0.0,36,1,False,2019
God Bless the Broken Road,,"Children & Family Movies,Faith & Spirituality Movies,Dramas,Faith & Spirituality,Tearjerkers,Family Features",English,Movie,6.3,,1-2 hour,Harold Cronk,"Andy Fraser, William Matthews, Jennifer Dornbush, Harold Cronk","William Matthews, Arthur Cartwright, Adam Agee, Matthew Derek Davis",PG,5.6,17.0,31.0,,,,2018-09-07,2019-02-09,902.0,155.0,1,1,False,2019
Kevin Harts Guide to Black History,,"Movies based on real life,Children & Family Movies,Family Comedies,Comedies",English,Movie,7.8,,1-2 hour,Tom Stern,"Tim Burns, Brian Volk-Weiss, Evan Waite","Derek Basco, Brad Berryhill, Kirk Bovill, Steve Agee",TV-PG,5.5,80.0,,,,,2019-02-08,2019-02-08,1180.0,0.0,35,1,False,2019
The Tree of Blood,,"LGBTQ Dramas,Spanish Movies,Dramas,Independent Movies,International Dramas,LGBTQ Movies,Romantic Dramas,Romantic Independent Movies,Romantic LGBTQ Movies,Romantic Movies,Romantic Favorites",Spanish,Movie,7.0,,> 2 hrs,Julio Medem,"Scott Page-Pagter, Julio Medem","Patricia López Arnaiz, Joaquín Furriel, Álvaro Cervantes, Úrsula Corberó",TV-MA,6.4,,,,1.0,,2019-02-08,2019-02-08,2450.0,0.0,36,1,False,2019
ReMastered: The Two Killings of Sam Cooke,,"Social & Cultural Docs,Documentaries,Crime Documentaries,Music & Musicals,Biographical Documentaries,Music & Concert Documentaries,Biographical Movies",English,Movie,8.4,,1-2 hour,Kelly Duane,"Michael Zimbalist, Jeff Zimbalist","Dionne Warwick, Quincy Jones, Sam Cooke, Smokey Robinson",TV-MA,7.3,100.0,,,1.0,,2019-02-08,2019-02-08,1813.0,0.0,36,1,False,2019
High Flying Bird,,"Sports Dramas,Dramas,Sports Films,Social Issue Dramas",English,Movie,5.0,,1-2 hour,Steven Soderbergh,Tarell Alvin McCraney,"Melvin Gregg, Eddie Tavares, André Holland, Farah Bala",TV-MA,6.2,91.0,78.0,,5.0,,2019-02-08,2019-02-08,7636.0,0.0,36,1,False,2019
Unauthorized Living,,"TV Shows based on Books,TV Dramas,Spanish TV Shows,Crime TV Shows",Spanish,Series,7.2,,< 30 minutes,,Aitor Gabilondo,"Claudia Traisac, Jose Coronado, Luis Zahera, Álex González",TV-MA,7.5,,,,3.0,,2019-02-08,2019-02-08,3034.0,0.0,36,1,False,2019
Nailed It! Mexico,,"Latin American TV Shows,Family Watch Together TV,Reality TV,Food & Travel TV,Competition Reality TV,Mexican TV Shows",Spanish,Series,7.9,,< 30 minutes,,,"Anna Ruiz, Omar Chaparro",,6.0,,,,,,2019-02-08,2019-02-08,259.0,0.0,36,1,False,2019
Arbat,,"Horror Movies,Supernatural Horror Movies,Thai Horror Movies,Thai Movies",Thai,Movie,8.2,,1-2 hour,Kanittha Kwanyu,,"Pimpan Chalaikupp, Ploy Sornarin, Sorapong Chatree, Danai Jarujinda",,6.5,,,,7.0,,2015-10-16,2019-02-06,122.0,1209.0,1,1,False,2019
15+ ไอคิวกระฉูด,,"Thai Comedies,Comedies,Thai Movies",Portuguese,Movie,7.5,,1-2 hour,Caroline Fioratti,"Clara Deák, Luiza Trigo, Mirna Nogueira, Marcelo Andrade, Caroline Fioratti, Bia Crespo","Anitta, Samia Abreu, Clara Caldas, Victor Aguiar",,5.3,,,,1.0,,2017-06-22,2019-02-06,271.0,594.0,1,1,False,2019
"Ray Romano: Right Here, Around the Corner",,"Stand-Up Comedy,Comedies",English,Movie,7.5,,30-60 mins,Michael Showalter,Ray Romano,"Richard Sarvate, Ryan Reiss, Ray Romano",,7.2,57.0,,,,,2019-02-05,2019-02-05,1459.0,0.0,34,1,False,2019
Bleeding Steel,,"Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Chinese Movies,Action & Adventure,International Sci-Fi & Fantasy,Asian Action Movies,International Action & Adventure","English, Mandarin",Movie,2.6,,1-2 hour,Leo Zhang,"Erica Xia-Hou, Siwei Cui, Leo Zhang","Erica Xia-Hou, Na-Na OuYang, Show Lo, Jackie Chan",R,5.2,22.0,43.0,1.0,,,2017-12-22,2019-02-05,8742.0,410.0,6,2,False,2019
Eugenie Nights,,"Crime TV Shows,TV Dramas,Romantic TV Shows,Middle Eastern TV Shows,Romantic TV Dramas,Egyptian TV Shows",Arabic,Series,8.6,,< 30 minutes,,,"Injy El Mokkaddem, Mohamed Alam Eldeen, Asma Abul-Yazid, Carmen Bsaibes",,7.4,,,,,,2018-05-17,2019-02-04,230.0,263.0,8,1,False,2019
Action Point,,"Comedies,Late Night Comedies",English,Movie,1.7,,1-2 hour,Tim Kirkby,"Dave Krinsky, Johnny Knoxville, Mike Judge, John Altschuler, Derek Freda","Dan Bakkedahl, Chris Pontius, Eleanor Worthington-Cox, Johnny Knoxville",R,5.1,15.0,36.0,,,,2018-06-01,2019-02-04,10150.0,248.0,5,1,False,2019
7 Days in Entebbe,,"Movies based on real life,Thrillers,Dramas,Political Dramas,Political Thrillers","English, German, French, Hebrew, Arabic",Movie,2.2,,1-2 hour,José Padilha,Gregory Burke,"Zina Zinchenko, Daniel Brühl, Ben Schnetzer, Batsheva Dance Company",PG-13,5.8,24.0,49.0,,,,2018-03-16,2019-02-03,14044.0,324.0,4,5,False,2019
The Werewolf Game: Inferno,,"Japanese Movies,Horror Movies,Thrillers,Movies based on Books",Japanese,Movie,8.0,,1-2 hour,Shin'ya Ayabe,"Giguru Akiguchi, Shin'ya Ayabe","Kento Hiramatsu, Osamu Adachi, Riko Hisada, Akane Kaida",,6.1,,,,,,2018-04-07,2019-02-03,27.0,302.0,1,1,True,2019
Maudie,,"Romantic Favorites,Romantic Dramas,Romantic Movies,Biographical Movies,Irish Movies,Dramas,Movies Based on Real Life,Tearjerkers,International Dramas",English,Movie,3.8,,1-2 hour,Aisling Walsh,Sherry White,"Sally Hawkins, Zachary Bennett, Gabrielle Rose, Lawrence Barry",PG-13,7.6,89.0,65.0,24.0,17.0,,2017-08-04,2019-02-03,16468.0,548.0,4,1,False,2019
Await Further Instructions,,"Sci-Fi & Fantasy,Horror Movies,British Movies,Alien Sci-Fi,Sci-Fi Horror Movies,British Horror Films",English,Movie,4.6,,1-2 hour,Johnny Kevorkian,Gavin Williams,"Neerja Naik, Abigail Cruttenden, David Bradley, Sam Gittins",TV-MA,4.8,81.0,,5.0,5.0,,2018-10-05,2019-02-02,7343.0,120.0,6,1,False,2019
Disappearance,,"TV Mysteries,Middle Eastern TV Shows,TV Dramas,TV Thrillers,Egyptian TV Shows",,Series,8.2,,< 30 minutes,,,,,6.7,,,,,,2018-08-11,2019-02-02,223.0,175.0,8,0,False,2019
Fireworks,,"Romance Anime,Romantic Movies,Anime Features,Drama Anime,Japanese Movies",Japanese,Movie,6.1,,1-2 hour,"Akiyuki Shinbo, Nobuyuki Takeuchi","Hitoshi Ône, Shunji Iwai","Masaki Suda, Suzu Hirose, Mamoru Miyano, Shintarô Asanuma",,5.6,,40.0,,2.0,,2017-08-18,2019-02-02,2621.0,533.0,3,1,False,2019
Smetto Quando Voglio: Masterclass,,"Crime Comedies,Crime Movies,Crime Action & Adventure,Italian Comedies,Comedies,Italian Movies,Action Comedies,Action & Adventure,Gangster Movies","Italian, Russian, Latin",Movie,6.7,,1-2 hour,Sydney Sibilia,"Luigi Di Capua, Sydney Sibilia, Francesca Manieri","Stefano Fresi, Paolo Calabresi, Valerio Aprea, Edoardo Leo",,6.8,,,,4.0,,2017-02-02,2019-02-02,3405.0,730.0,1,3,False,2019
"The Fun, The Luck and The Tycoon",,"Hong Kong Movies,Comedies",Cantonese,Movie,8.0,,1-2 hour,Johnnie To,Dik Hoi,"Sylvia Chang, Nina Li Chi, Lawrence Cheng, Yun-Fat Chow",,6.3,,,,,,1990-01-18,2019-02-02,226.0,10607.0,4,1,False,2019
The Thirty Million Rush,,"Hong Kong Movies,Heist Movies,Gangster Movies,Comedies","Cantonese, Mandarin",Movie,7.9,,1-2 hour,Karl Maka,"Wellington Fung, Karl Maka, Kwok Chi Tsang","Karl Maka, Eric Tsang, Paula Tsui, Mark Cheng",,5.9,,,,,,1987-07-02,2019-02-02,114.0,11538.0,4,2,False,2019
Ten Years,,"Social Issue Dramas,Chinese Movies,Dramas,Hong Kong Movies,Cyberpunk,Political Dramas,International Dramas",Cantonese,Movie,8.5,,1-2 hour,"Kiwi Chow, Zune Kwok, Ka-Leung Ng, Jevons Au, Fei-Pang Wong","Kiwi Chow, Fung-Lun Ho, Fei-Pang Wong, Ching Wong, Pui-Pui Leung, Ka-Leung Ng, Chui-Yi Chung, Jevons Au, Shu-Lu Yang, Fean Chung","Cow Chan, Kam Hei Chan, Brenda Chan, Fun-Kei Chan",,6.7,100.0,,2.0,2.0,,2015-12-17,2019-02-01,1256.0,1142.0,29,1,False,2019
LEGO Marvel Super Heroes: Guardians of the Galaxy,,"Children & Family Movies,Family Adventures",English,Movie,7.8,,< 30 minutes,Michael D. Black,"Dan Abnett, Steve Gan, Mark Hoffmeier, Steve Englehart, Jim Starlin, Bill Mantlo, Keith Giffen, Andy Lanning","Will Friedle, Trevor Devall, Jennifer Hale, Jonathan Adams",Not Rated,6.0,,,,,,2017-11-01,2019-02-01,307.0,457.0,21,1,False,2019
LEGO Marvel Super Heroes: Black Panther,,Children & Family Movies,English,Movie,7.6,,< 30 minutes,Michael D. Black,"Mark Hoffmeier, Jack Kirby, Jim Starlin, Stan Lee","Keston John, Daisy Lightfoot, James Mathis III, Yvette Nicole Brown",Not Rated,5.7,,,,,,2018-06-04,2019-02-01,437.0,242.0,26,1,False,2019
Dances with Wolves,,"Classic Action & Adventure,Dramas,Westerns,Classic Dramas,Adventures,Military Dramas,Action & Adventure,Tearjerkers,Military Action & Adventure,Classic Westerns,Classic Movies,Movies based on Books","English, Sioux, Pawnee",Movie,3.9,,> 2 hrs,Kevin Costner,Michael Blake,"Rodney A. Grant, Kevin Costner, Mary McDonnell, Graham Greene",PG-13,8.0,83.0,72.0,51.0,38.0,,1990-11-21,2019-02-01,240656.0,10299.0,1,3,False,2019
Lego Friends: Girls on a Mission,,"TV Cartoons,Kids TV,Kids Music",English,Series,8.7,,< 30 minutes,,,"Kira Buckland, Alex Cartañá, Amaya Harrow, Jasmine Ashanti",TV-Y,7.4,,,,,,2018-01-01,2019-02-01,57.0,396.0,28,1,False,2019
Casino Royale,,"Action Thrillers,Movies based on Books,Action & Adventure,British Movies,Spy Action & Adventure,Adventures","English, Serbian, German, Italian, French",Movie,4.2,,> 2 hrs,Martin Campbell,"Neal Purvis, Paul Haggis, Ian Fleming, Robert Wade","Mads Mikkelsen, Judi Dench, Daniel Craig, Eva Green",PG-13,8.0,94.0,80.0,27.0,44.0,,2006-11-17,2019-02-01,582997.0,4459.0,1,5,False,2019
Mission of Honor,,"Military Action & Adventure,Dramas,Action & Adventure,British Movies,British Action & Adventure,Military Dramas,British Dramas,Movies based on real life","French, English, Polish, German",Movie,6.5,,1-2 hour,David Blair,"Robert Ryan, Alastair Galbraith","Krystof Hádek, Iwan Rheon, Stefanie Martini, Milo Gibson",Not Rated,5.9,83.0,,,,,2019-03-15,2019-02-01,4198.0,-42.0,3,4,False,2019
Wont You Be My Neighbor?,,"Documentaries,Biographical Documentaries,Biographical Movies,Documentaries,Critically Acclaimed Films,US Movies",English,Movie,4.4,,1-2 hour,Morgan Neville,,"Joanne Rogers, John Rogers, Fred Rogers, Jim Rogers",PG-13,8.4,97.0,85.0,53.0,32.0,,2018-06-29,2019-02-01,23319.0,217.0,18,1,False,2019
Boo! A Madea Halloween,,"Comedies,Dark Comedies",English,Movie,2.7,,1-2 hour,Tyler Perry,Tyler Perry,"Bella Thorne, Cassi Davis, Tyler Perry, Patrice Lovely",PG-13,4.6,19.0,30.0,,6.0,,2016-10-21,2019-02-01,7765.0,833.0,6,1,False,2019
Nightflyers,,"US TV Shows,TV Sci-Fi & Fantasy,TV Horror,TV Shows based on Books,Alien Sci-Fi,Futuristic Sci-Fi,TV Thrillers,Cyberpunk,Sci-Fi TV",English,Series,3.0,,< 30 minutes,,Jeff Buhler,"David Ajala, Angus Sampson, Eoin Macken, Jodie Turner-Smith",TV-14,5.9,,,,2.0,,2018-12-02,2019-02-01,11653.0,61.0,36,1,False,2019
Russian Doll,,"TV Comedies,TV Dramas,US TV Shows",English,Series,4.0,,< 30 minutes,,"Natasha Lyonne, Amy Poehler, Leslye Headland","Natasha Lyonne, Greta Lee, Charlie Barnett, Elizabeth Ashley",TV-MA,7.9,,,6.0,39.0,,2019-02-01,2019-02-01,66793.0,0.0,36,1,False,2019
Dear Ex,,"Taiwanese Movies,Romantic Comedies,LGBTQ Movies,Chinese Movies,Romantic Movies,Dramas,Comedies,Romantic Dramas,International Comedies,LGBTQ Comedies,International Dramas,LGBTQ Dramas,Romantic Favorites,Romantic LGBTQ Movies",Mandarin,Movie,7.1,,1-2 hour,"Mag Hsu, Chih-Yen Hsu","Mag Hsu, Shih-yuan Lu","Ying-Hsuan Hsieh, Spark Chen, Joseph Huang, Roy Chiu",TV-MA,7.4,89.0,,11.0,18.0,,2018-11-02,2019-02-01,3938.0,91.0,36,1,False,2019
True: Happy Hearts Day,,"Kids Music,Romantic Favorites,TV Cartoons,Kids TV,Children & Family Films,Canadian Films",,Movie,,,< 30 minutes,,,"Jamie Watson, Michela Luci, Anna Claire Bartlam, Eric Peterson",,,,,,,,2019-02-01,2019-02-01,,0.0,36,0,False,2019
Always a Witch,,"TV Dramas,Teen Sci-Fi,TV Sci-Fi & Fantasy,Latin American TV Shows,Teen TV Shows",Spanish,Series,7.1,,< 30 minutes,,,"Sofía Araujo Mejía, Dylan Fuentes, Sofía Araújo, Angely Gaviria",TV-14,6.2,,,,,,2019-02-01,2019-02-01,2018.0,0.0,36,1,False,2019
Velvet Buzzsaw,,"Thrillers,Dramas","English, Chinese, Italian",Movie,3.0,,1-2 hour,Dan Gilroy,Dan Gilroy,"Rene Russo, Jake Gyllenhaal, Tom Sturridge, Zawe Ashton",R,5.7,61.0,61.0,1.0,2.0,,2019-02-01,2019-02-01,54481.0,0.0,36,3,False,2019
Believer,,"Crime Action & Adventure,International Dramas,Action & Adventure,International Action & Adventure,Gangster Movies,Action Thrillers,Police Action & Adventure,Dramas,Crime Dramas,Korean Movies,Police Movies,Police Dramas,Crime Movies",Korean,Movie,7.5,,> 2 hrs,Hae-Young Lee,Jung Seo-Kyoung,"Jun-Yeol Ryu, Cho Jin-woong, Seung-Won Cha, Sung-ryung Kim",Not Rated,6.5,83.0,58.0,7.0,28.0,,2018-06-08,2019-02-01,1914.0,238.0,1,1,False,2019
The Looming Storm,,"Psychological Thrillers,Police Thrillers,Chinese Movies,Police Movies,Police Dramas,Crime Dramas,International Thrillers,Dramas,Thrillers,Mysteries,Police Mysteries,International Dramas,Film Noir,Crime Thrillers,Crime Movies",Mandarin,Movie,8.4,,1-2 hour,Yue Dong,Yue Dong,"Yihong Duan, Yuan Du, Wei Zheng, Yiyan Jiang",,6.5,100.0,,17.0,29.0,,2017-11-17,2019-02-01,1464.0,441.0,1,1,False,2019
Iceman: The Time Traveler,,"Chinese Movies,Adventures,Action & Adventure,International Action & Adventure,Hong Kong Movies,Sci-Fi & Fantasy,Fantasy Movies,Martial Arts Movies,Sci-Fi Adventure,Action Sci-Fi & Fantasy,International Sci-Fi & Fantasy,Asian Action Films",Cantonese,Movie,6.1,,1-2 hour,Wai-Man Yip,"Fung Lam, Mark Wu","Shengyi Huang, Baoqiang Wang, Kang Yu, Donnie Yen",,3.9,18.0,,,,,2018-11-02,2019-02-01,747.0,91.0,1,1,False,2019
La carga,,"Mexican Movies,Romantic Movies,Dramas,Romantic Dramas,Period Pieces,Action & Adventure,Social Issue Dramas,Mexican Dramas","Nahuatl, Spanish",Movie,8.6,,1-2 hour,Alan Jonsson,"Alan Jonsson, Arturo Ruiz Serrano","Gerardo Taracena, Horacio Garcia Rojas, Eric Francés, María Valverde",,6.6,83.0,,4.0,16.0,,2017-10-13,2019-02-01,273.0,476.0,1,2,False,2019
Teppanyaki,,"Comedies,Slapstick Comedies,Hong Kong Films",Cantonese,Movie,7.9,,1-2 hour,Michael Hui,Michael Hui,"Hoi-Pang Lo, Frances Yip, Michael Hui, Sally Yeh",,6.0,,,,2.0,,1984-01-26,2019-02-01,145.0,12790.0,4,1,False,2019
Manusangada,,"Social Issue Dramas,Dramas,Independent Films,Indian Films,Tamil-language Films,International Dramas",Tamil,Movie,8.9,,1-2 hour,Amshan Kumar,Amshan Kumar,"Manimegalai, Sheela Rajkumar, Rajeev Anand, A.S. Sasi Kumar",,8.0,,,,1.0,,2018-10-12,2019-02-01,120.0,112.0,15,1,False,2019
FLCL Alternative / Progressive,,"Sci-Fi & Fantasy Anime,Drama Anime,Teen TV Shows,TV Sci-Fi & Fantasy,Anime Series,Cyborg & Robot Anime",Japanese,Series,7.8,,< 30 minutes,"Kiyotaka Suzuki, Katsuyuki Motohiro, Yutaka Uemura",Hideto Iwai,"Miki Itô, Kaya Matsutani, Katsuyuki Konishi, Riho Iida",TV-14,5.9,,,,1.0,,2018-09-07,2019-02-01,345.0,147.0,1,1,False,2019
The Lowlife,,"Dramas,Japanese Movies,Steamy Dramas,Movies based on Books",Japanese,Movie,8.6,,> 2 hrs,Takahisa Zeze,"Tomoko Ogawa, Takahisa Zeze, Mana Sakura","Ayano Moriguchi, Noriko Eguchi, Aina Yamada, Kim Dao",,5.5,91.0,,,1.0,,2017-11-25,2019-02-01,139.0,433.0,1,1,False,2019
Its A Mad Mad World 3,,"Goofy Comedies,Slapstick Comedies,Hong Kong Movies,Comedies",Cantonese,Movie,7.9,,1-2 hour,Stephen Shin,"Kin Chung Chan, Cha-Choi Pang","Bill Tung, Elsie Chan, Loletta Lee, Lydia Shum",,5.9,,,,,,1989-02-02,2019-02-01,121.0,10956.0,1,1,False,2019
Its A Mad Mad World 2,,"Comedies,Hong Kong Movies,Slapstick Comedies,Goofy Comedies",Cantonese,Movie,8.2,,1-2 hour,Clifton Ko,"Joe Ma, Chung-chow Ng, Clifton Ko","Bill Tung, Elsie Chan, Loletta Lee, Lydia Shum",,6.6,,,,,,,2019-02-01,148.0,,1,1,False,2019
Tori Girl!,,"Youth Drama,Japanese Movies,Movies based on Books,Teen Movies,Japanese Youth Dramas,Comedies",Japanese,Movie,8.2,,1-2 hour,Tsutomu Hanabusa,Kô Nakamura,"Tao Tsuchiya, Mahiro Takasugi, Shôtarô Mamiya, Elaiza Ikeda",,6.5,,,,,,2017-09-01,2019-02-01,178.0,518.0,1,1,False,2019
Double Fattiness,,"Comedies,Hong Kong Movies",Cantonese,Movie,8.4,,1-2 hour,David Chiang,"Kwok-Wah Siu, Gordon Chan, Chi-Ming Pang","Bill Tung, Maggie Cheung, Eric Tsang, Lydia Shum",,6.9,,,,,,1988-05-19,2019-02-01,85.0,11215.0,4,1,False,2019
Truckbhar Swapna,,"Marathi-Language Movies,Indian Movies,Dramas,Comedies,Social Issue Dramas,International Dramas",Marathi,Movie,8.0,,> 2 hrs,Pramod Pawar,"Parvin Tarde, Pravin Vitthal Tarde, Sanjay Pawar","Jayant Gadekar, Vijay Kadam, Makrand Deshpande, Suresh Bhagwat",,6.1,,,,,,2018-08-24,2019-02-01,16.0,161.0,18,1,True,2019
Its A Mad Mad World,,"Goofy Comedies,Slapstick Comedies,Hong Kong Movies,Comedies","Cantonese, Mandarin",Movie,8.3,,1-2 hour,Clifton Ko,"Kwok-ming Lai, Joe Ma, Yuk-ming Chow, Clifton Ko","Bill Tung, Elsie Chan, Loletta Lee, Lydia Shum",,6.5,71.0,,,,,1987-01-28,2019-02-01,232.0,11692.0,1,2,False,2019
Because I Love You,,"Sci-Fi & Fantasy,Fantasy Movies,Comedies,Romantic Movies,Romantic Comedies,Korean Movies",Korean,Movie,8.1,,1-2 hour,Jihong Ju,,"Tae-Hyun Cha, Ju-hwan Lim, Joon-Bum Kim, Do-yoon Jang",,6.5,,,,,,2017-01-04,2019-02-01,384.0,758.0,1,1,False,2019
A Family Affair,,"Dramas,Comedies,Hong Kong Movies",English,Movie,8.0,,1-2 hour,Seymour Harris,,"Laurie Smith, Linda Shaw, Ron Jeremy, Cody Nicole",,6.1,,,,,,,2019-02-01,23.0,,4,1,True,2019
La Tour Montparnasse Infernale,,"French Movies,Comedies,French Comedies",French,Movie,7.8,,1-2 hour,,,"Dominique André, Marina Foïs, Ramzy Bedia, Eric Judor",,5.6,,,,,,2001-03-28,2019-02-01,7.0,6519.0,2,1,True,2019
The Big Call,,"Dramas,Gangster Movies,Crime Thrillers,Police Movies,International Thrillers,Police Thrillers,Thrillers,Crime Dramas,Chinese Movies,Police Dramas,International Dramas,Crime Movies","Mandarin, Cantonese, Thai",Movie,7.7,,> 2 hrs,Oxide Chun Pang,"Oxide Chun Pang, Hua Liu","Cheney Chen, Gwei Lun-Mei, Hsiao-chuan Chang, Mengjie Jiang",,5.6,,,,,,2017-12-08,2019-02-01,119.0,420.0,1,3,False,2019
14 Minutes from Earth,,"Documentaries,Science & Nature Documentaries,Documentaries",English,Movie,6.8,,1-2 hour,"Erich Sturm, Adam 'Tex' Davis, Trey Nelson, Jerry Kolber","Erich Sturm, Adam 'Tex' Davis, Trey Nelson, Jerry Kolber","Alan Eustace, Taber MacCallum, Jared Leidich, Jane Poynter",Not Rated,5.6,17.0,,,,,2016-11-08,2019-02-01,139.0,815.0,18,1,False,2019
Sparta,,"TV Thrillers,Cyberpunk,Russian TV Shows,TV Dramas,Crime TV Shows,TV Mysteries,Crime TV Dramas",,Series,8.1,,< 30 minutes,Egor Baranov,Ilya Tilkin,"Alexander Petrov, Marina Kaletskaya, Yuliya Marchenko, Yana Enzhaeva",,6.4,,,,,,,2019-01-31,139.0,,35,0,False,2019
Lost Souls,,"Sci-Fi & Fantasy,Comedies,Fantasy Movies,Hong Kong Movies,Dark Comedies,Slapstick Comedies",Italian,Movie,7.5,,1-2 hour,Umberto Lenzi,Umberto Lenzi,"Joseph Alan Johnson, Stefania Orsola Garello, Laurentina Guidotti, Matteo Gazzolo",,5.3,,,,,,,2019-01-31,252.0,,1,1,False,2019
